N,n,MI
18,12,1.800364414
3,1,0.418682558
48,4,0.088746498
39,2,0.033331568
35,5,0.191863036
48,1,0.014195825
49,12,0.246786459
46,5,0.048062983
16,4,0.259203762
17,4,0.073886652
45,6,0.095130562
21,1,0.027206585
27,17,1.180495808
11,13,5.177914861
23,16,0.447950878
24,2,0.181146822
15,10,1.101632828
23,7,0.615182844
50,20,0.850782549
34,11,0.452843757
16,16,2.157027427
25,8,0.511742409
42,19,0.529337662
49,15,0.91199178
35,14,0.416040393
29,15,2.021656047
35,11,0.142148593
9,16,3.173141889
48,2,0.00632354
21,6,0.504288041
21,19,2.331221482
31,13,1.127197363
24,6,0.545420443
21,11,0.595612385
12,14,0.68482747
3,12,0.866950042
43,17,0.402283961
22,17,0.510340381
38,4,0.121416854
27,14,0.984179569
24,14,0.614661544
36,14,0.402658332
5,20,7.932237906
49,4,0.154650653
31,2,0.034447955
45,15,0.590047877
41,12,1.013811398
24,4,0.111226843
16,3,0.179412449
4,8,0.800775616
43,5,0.030121417
46,12,0.237219864
8,1,0.012954856
6,4,1.217209818
38,1,0.077847772
32,4,0.062179261
46,11,0.781064449
28,14,0.192337283
16,20,0.429987175
26,20,1.941653758
2,14,11.39921673
21,17,2.782203764
28,10,0.218378258
13,7,0.432643153
28,2,0.120298909
45,15,0.879558144
14,13,0.234775744
38,9,0.914649413
49,20,0.095582116
19,2,0.360497739
41,16,0.908694787
17,10,0.31878717
48,14,0.332859678
29,8,0.137354983
49,6,0.040815233
40,18,0.258054902
4,2,0.392213318
26,5,0.285198447
18,14,0.689670415
15,13,0.527813958
36,4,0.173574215
43,12,0.892938832
16,18,4.539509335
17,12,2.15408549
18,19,1.337309355
44,11,0.412487941
5,2,0.301196831
2,2,3.661992356
32,2,0.270470117
5,13,5.892734375
16,16,2.488780839
19,7,0.273305583
43,7,0.367618408
42,20,1.030407276
29,8,0.182173363
21,9,0.216389124
43,18,0.831746393
46,11,0.26586799
5,9,3.95854082
26,8,0.781723027
25,20,0.40182864
6,2,0.236193287
14,18,2.138750731
6,11,3.651292831
31,18,0.811358469
8,13,1.707822085
41,10,0.739148977
48,11,0.109174003
20,4,0.313796243
25,1,0.12384271
40,7,0.061553957
20,9,0.19663175
7,4,0.173252987
23,1,0.02838873
22,5,0.210704892
20,16,1.946824309
41,8,0.180327938
23,3,0.265388338
42,12,0.328733934
35,20,1.34378938
25,5,0.426486101
25,19,0.439388924
41,20,0.681062708
21,6,0.131470227
21,9,0.297785386
37,16,0.211026555
11,14,1.759711887
19,8,0.414169695
21,10,0.511493302
23,10,0.701403133
4,20,8.759186493
29,17,1.699590816
30,16,0.189999504
40,1,0.075737569
38,12,1.185585883
17,7,0.232771139
13,20,1.325452601
16,9,0.436483822
7,18,1.440392285
23,5,0.503526429
30,3,0.186273992
41,5,0.180986883
24,2,0.029402097
48,6,0.363082867
23,19,1.571115673
19,7,0.165705504
27,15,0.79061381
7,9,2.865218072
8,16,2.461803275
32,10,0.188707144
50,4,0.061270743
4,13,5.438780464
17,8,0.211864703
28,2,0.155387545
12,19,1.757885114
39,13,0.173377591
30,19,4.500468937
43,5,0.03465276
4,13,13.17646234
40,9,0.49004016
17,20,2.596883679
27,13,1.268754428
29,4,0.1642338
20,19,0.415196129
20,9,0.191580369
29,20,0.39891719
19,1,0.253364915
2,5,2.690571375
36,2,0.09708265
14,15,1.81191197
25,19,3.159432259
45,10,0.371248136
8,8,0.268180282
28,5,0.343436288
6,7,0.814323261
27,9,0.970708024
38,6,0.073682521
25,2,0.205725315
13,11,1.382605943
5,1,0.107587652
43,5,0.037199143
24,12,0.575293277
40,15,0.445262247
44,15,0.784056479
3,10,1.931551452
3,6,4.650487699
15,7,0.772414915
40,11,0.501234534
33,14,1.227078633
22,6,0.347216378
49,13,1.334742242
39,13,1.124298342
43,11,0.785589155
36,9,0.462730406
8,6,0.794680577
32,11,0.565452377
46,17,0.271091729
5,17,7.468781102
36,6,0.353534436
39,2,0.06085417
49,5,0.013364292
3,19,18.45203595
20,5,0.269948148
23,19,2.279992123
48,6,0.133664694
28,10,0.632220925
10,15,2.918885405
38,15,0.342185564
38,5,0.066959927
4,2,1.290685833
27,15,1.899710821
32,11,0.864503141
21,9,0.154477426
18,14,0.96630544
43,4,0.201054554
47,20,0.161816843
15,17,0.313602876
46,7,0.090900783
34,8,0.129159094
4,19,1.732931729
34,19,0.944265927
20,18,1.421700158
22,7,0.248629769
43,19,0.439560185
9,17,1.24960178
11,3,0.846032936
22,17,0.34481429
42,4,0.209574148
37,7,0.067650434
44,6,0.089501334
7,20,2.558804165
40,9,0.391354412
49,19,0.383484866
17,1,0.06806074
33,20,0.199102046
36,9,0.230475436
43,10,0.192708828
45,19,1.100533747
14,12,0.724425655
15,19,1.753986424
11,18,2.729185535
37,16,0.767195005
27,2,0.069976907
39,15,0.411382196
26,2,0.018976571
14,19,0.636513058
27,7,0.486564081
11,6,0.951491546
23,6,0.071703163
41,13,0.884946655
5,12,4.59200386
46,4,0.161314577
37,3,0.168010962
13,10,0.234360792
26,20,2.233414252
17,1,0.042943406
50,19,0.211082785
33,1,0.057626402
35,18,0.903205152
6,17,4.102897299
43,13,0.259289308
42,17,1.362574555
10,3,0.170556365
37,1,0.042142956
36,16,0.629297842
32,10,0.420000867
11,1,0.033424975
29,13,0.713225123
25,13,0.846677217
21,2,0.195433866
31,8,0.058364158
23,8,0.67966939
3,19,14.62184059
35,5,0.224374819
31,2,0.02051861
19,14,1.836507586
35,15,1.119976949
49,12,0.499580159
7,5,1.0221046
34,12,0.120751551
33,13,0.516869929
40,9,0.315130353
2,10,14.00013342
33,15,0.202853116
14,13,0.450080773
3,6,4.893700187
9,19,3.092626947
7,9,0.578273306
2,5,1.582118978
31,20,1.240520421
32,5,0.070324873
16,11,0.937618951
22,6,0.867331712
44,20,0.375555273
45,15,0.897254658
37,2,0.012312081
38,20,1.560226887
48,20,1.566113668
8,8,4.870053279
48,4,0.084238123
33,18,0.140380769
40,17,0.652637424
30,5,0.047505761
49,16,0.777838396
27,4,0.068859733
48,13,0.137173463
18,1,0.221319642
27,12,1.053463986
11,11,0.2786728
25,3,0.142516387
34,17,1.009373017
20,18,0.93673496
47,16,0.144170979
39,6,0.101776521
17,4,0.355168301
23,11,0.450054199
39,11,0.641255393
35,13,0.146602577
2,4,0.538242683
9,3,0.248341635
9,5,1.427575337
49,14,0.156193031
11,13,3.149961902
23,8,1.264808613
13,9,0.615163385
17,10,0.719543829
49,15,0.647867174
32,8,0.106770557
26,7,0.297282435
15,11,1.818870579
35,16,1.112469419
23,5,0.217184733
3,18,10.10724179
19,6,0.211963219
27,8,0.326320711
25,12,0.294580009
40,18,1.536242298
50,12,0.206319342
47,1,0.006294889
24,18,0.227595363
31,4,0.301369468
45,14,0.701059543
39,17,1.217439562
41,4,0.135451362
36,1,0.062597338
16,10,0.294972046
6,6,0.523975028
47,4,0.078088872
40,1,0.00506921
46,2,0.013632062
45,10,0.225714817
4,4,1.125005428
8,18,1.646440987
4,20,6.450187788
31,13,1.095863816
23,14,0.240245195
11,16,1.810533779
37,8,0.188117313
47,1,0.03629839
15,17,0.962382528
41,2,0.03415822
4,7,2.92286252
20,8,0.368205587
20,9,0.446378461
40,13,0.128994551
41,15,0.322011034
19,12,2.378911942
29,16,0.300651943
39,16,0.267227503
46,17,0.559405419
36,18,0.31907979
43,13,0.780129512
17,17,1.142195468
25,19,4.318966103
50,2,0.076235643
17,16,2.519209126
17,7,0.752565023
15,18,2.851255339
37,8,0.309465668
27,11,0.122711474
4,17,6.009891329
20,13,1.148681411
43,8,0.126292515
41,12,0.221747682
50,1,0.022222034
13,13,0.823389435
3,4,0.32969208
16,16,0.253069784
37,3,0.075538091
17,11,1.412864244
28,4,0.071043437
47,3,0.049462083
19,20,0.929760939
32,4,0.308552046
28,3,0.042408502
29,3,0.052414298
23,7,0.321765347
47,14,0.486567748
2,9,11.01683711
26,2,0.025107279
33,7,0.192124358
34,15,0.225523047
3,11,2.417561042
22,8,1.121036029
30,9,0.401282559
7,5,0.208534434
27,8,0.39932853
21,17,0.747603761
31,7,0.951884487
38,12,0.426935721
5,15,2.528220977
25,11,0.606230288
43,2,0.163816453
14,15,1.93636858
45,9,0.472867132
47,15,0.506458349
6,19,4.017509002
42,20,1.362688711
12,6,0.573264911
50,12,0.518609036
22,10,0.30794949
7,1,0.193969527
9,4,0.457538159
40,14,0.243826571
14,6,0.494197335
38,1,0.007141069
32,19,2.003354303
19,8,0.640119416
40,1,0.024291673
13,18,1.500792599
31,6,0.343196407
6,13,4.130336581
18,2,0.058613176
15,20,0.934015408
16,10,0.159179207
16,1,0.004062326
20,10,0.722103102
29,13,0.056779877
9,20,5.756788338
21,17,1.245530771
43,9,0.173837033
11,11,1.887568666
43,11,0.200307294
41,6,0.137815192
5,4,2.331118733
34,10,0.679064773
23,9,0.780768276
27,20,1.584962312
28,8,0.189693013
24,10,0.394078082
32,18,0.24978953
19,5,0.409273066
15,16,0.528583812
45,13,0.683541835
14,7,0.559228739
9,19,5.940298036
32,12,1.290775299
37,19,0.180640754
28,8,0.530231535
22,16,1.238932439
45,9,0.109012938
40,19,0.131185498
2,3,1.391145169
36,2,0.255207402
44,17,0.213079401
47,11,0.420656941
41,4,0.128991837
36,18,0.379871284
12,3,0.341974901
19,5,0.156594938
33,18,0.679408482
48,13,0.663992757
20,19,0.238765555
18,15,2.346046452
30,12,0.273145479
7,20,0.098688517
6,11,3.991695494
38,12,0.114012466
45,9,0.557308323
16,6,0.388852768
3,6,1.770264165
35,18,0.236946594
3,17,12.2018381
18,8,0.481719076
38,15,1.014541512
42,2,0.118551263
16,3,0.183636228
45,2,0.019362294
7,17,3.545404053
20,14,2.321795957
7,12,1.258752977
5,3,0.173703579
22,14,0.950550004
7,8,3.004589048
3,11,8.031890754
45,12,0.310989712
33,10,0.677610446
35,9,0.104006449
17,14,0.684514424
8,2,0.168795687
18,13,1.421601111
9,7,1.289106667
44,13,0.287770337
28,8,0.256573596
3,20,9.950002973
9,6,2.043839241
2,14,13.18647337
13,6,1.976943975
8,17,4.985597246
25,12,0.149297
37,20,1.518652564
10,4,0.309508961
6,15,2.22332445
19,14,0.681409388
15,17,3.582889903
44,19,0.673558879
30,20,0.659654894
21,13,1.472770005
36,5,0.234261855
2,6,6.854200595
34,9,0.289511198
14,12,1.289371879
6,20,4.268906277
36,2,0.050123516
4,14,1.458660602
33,16,0.182566064
11,9,0.875919984
24,7,0.250455236
12,8,0.24234633
21,10,0.19453644
32,9,0.063691014
34,11,0.485947779
43,2,0.072419337
19,10,1.060793276
38,19,0.521669663
42,14,0.493762933
39,8,0.633346672
3,12,3.843648256
46,16,0.607444918
4,3,2.777547154
46,8,0.45340825
31,19,0.295013303
40,6,0.037098272
23,2,0.094439669
33,8,0.265547999
18,8,0.36922095
4,10,3.14837022
45,5,0.253296678
25,17,1.129430969
20,3,0.209622035
17,18,0.568574305
26,7,0.519206393
15,19,5.547806018
10,7,1.786913465
12,10,0.385615632
35,9,0.230336199
42,8,0.096695492
27,8,0.666066656
18,15,2.367104718
27,19,0.347032752
3,1,0.049852646
21,9,0.629682233
5,4,0.649581143
15,15,1.908086775
16,13,1.284466223
47,4,0.19256905
20,13,1.834243809
29,9,0.338947805
42,10,0.082758744
11,16,2.146505566
34,18,1.509387763
37,3,0.044302941
2,12,28.79579644
47,6,0.155868467
21,7,0.833814243
3,17,2.277734386
28,1,0.045155951
13,19,0.64521336
19,6,0.795540754
30,14,1.095928262
11,18,0.808057928
12,11,1.603077744
34,5,0.025541685
20,15,0.429928516
34,13,0.524938408
20,2,0.244009968
4,7,3.052004894
45,7,0.021105439
42,3,0.178734301
17,14,2.090457001
47,11,0.56472821
33,15,0.083091531
31,4,0.030832178
25,8,0.082151853
16,20,2.222834664
11,3,0.193237963
25,16,0.781266991
48,1,0.038899937
37,8,0.479988839
17,2,0.186015435
20,20,1.968045095
11,15,0.842370116
30,15,1.110525278
38,18,0.286268943
42,12,0.311090581
8,8,1.006877882
25,12,2.218611451
50,12,1.061514526
27,14,0.972265674
14,13,3.689695259
10,13,1.082306381
38,8,0.268476109
26,15,0.213942383
21,16,0.448724665
35,20,1.70004888
46,7,0.233942578
36,14,0.218044662
6,8,3.951104766
21,7,0.250341228
40,11,1.298989621
29,3,0.035050427
8,9,4.289836712
25,6,0.256240396
26,5,0.509852061
41,1,0.012654025
44,4,0.036890872
5,2,1.163833458
13,12,1.828886501
21,11,0.387249329
11,7,0.942317403
28,2,0.074345627
39,15,0.139938539
40,9,0.217878823
13,6,0.156699514
24,11,0.559020874
28,14,1.081677958
15,3,0.369753938
38,2,0.189443952
12,14,2.002697531
44,14,0.112866111
17,17,1.935136418
3,11,8.015358075
9,7,3.721785378
28,12,0.349462579
12,4,0.203343888
28,14,1.190378584
50,16,0.45411998
5,17,3.158938272
23,10,1.110427158
43,2,0.022948979
38,15,0.982486508
36,17,0.932074617
9,2,0.22103538
48,2,0.099902413
40,6,0.315717985
31,9,0.132630327
27,1,0.039889734
43,18,0.409647961
15,10,0.26601612
42,4,0.11154164
39,5,0.082977207
39,19,0.919864128
37,17,0.954972256
28,7,0.100724891
23,14,0.40537772
28,7,0.682123048
2,4,5.857343324
23,12,1.436535115
16,12,1.215456819
40,7,0.284688453
43,10,0.216930877
16,17,0.237277759
34,1,0.122372581
36,9,0.142255429
42,1,0.009537222
5,4,0.740650944
12,18,3.015633538
8,18,2.936291084
34,19,1.294921544
9,20,2.404744994
50,9,0.170767324
41,15,0.65779344
15,14,2.222238175
19,17,3.452766396
37,7,0.399039539
15,17,0.87907305
22,5,0.843977822
2,5,1.377543619
20,10,0.314397033
11,10,0.724639324
47,6,0.059687006
24,5,0.115405139
15,11,1.320028332
18,7,0.454861128
50,18,0.809263331
18,12,1.756443587
23,3,0.068668538
18,18,1.766424821
2,5,2.938904288
40,5,0.09892099
28,11,0.120258589
10,16,3.709784388
47,1,0.008803443
43,3,0.039165241
8,6,0.222955929
10,11,2.028154833
30,4,0.130535904
25,1,0.108928819
34,11,1.122782926
12,7,0.581673192
40,4,0.099446867
37,5,0.178822789
21,19,2.185648529
32,14,1.037098639
11,16,1.145514235
10,15,0.80069688
47,17,0.225274758
39,16,0.618120358
34,18,0.95191646
39,12,0.761241618
50,16,0.1568791
29,12,0.586332189
31,18,0.073428067
7,14,1.781076401
50,15,1.229756898
7,11,4.791767395
33,15,0.586195691
19,1,0.03547642
49,5,0.078118486
38,20,1.891711659
42,13,0.35555396
28,1,0.117254591
15,10,0.852735092
40,1,0.014060759
25,7,0.240321712
11,10,0.955927754
11,7,0.412500012
29,6,0.280940911
39,17,1.174730717
37,20,0.353592191
16,4,0.401876006
28,12,1.637171652
14,16,1.732916398
7,13,1.435327179
32,8,0.712601615
28,16,0.157624093
27,15,0.687522043
43,3,0.071118815
2,19,50.52628839
46,3,0.019295059
30,10,0.651701345
33,5,0.536185125
5,16,2.456117138
26,4,0.351698496
47,20,0.975547019
34,11,1.102312665
2,13,4.132695435
27,6,0.117686066
44,2,0.020447676
24,1,0.032427827
21,16,0.272431328
21,16,1.799941384
3,9,3.057161576
20,11,1.286988764
5,4,2.935861695
16,15,0.531508513
30,10,0.426599756
30,2,0.012874901
46,15,0.136285254
39,3,0.046290045
48,6,0.044384858
8,20,0.773118415
36,19,0.286103913
47,13,0.376481333
35,16,0.112104886
13,9,2.189542683
31,2,0.017214694
44,6,0.225603084
39,10,0.096572757
25,16,1.272987111
35,3,0.088336864
38,9,0.08314325
7,8,2.75621059
27,8,0.992595962
33,15,0.573343558
9,7,0.658083389
8,13,4.008736643
25,17,0.805549789
6,9,0.524108332
32,17,0.300572182
11,17,1.196558935
43,10,0.545257899
8,10,0.500953274
27,5,0.252442922
21,10,0.793985608
6,10,1.641444559
39,12,0.12774986
7,15,2.477346234
4,10,4.300830294
42,10,0.416641692
3,20,18.81030397
25,13,0.308810683
29,11,0.588074204
21,9,0.989533636
25,12,0.393665473
4,8,0.305252446
4,8,2.409893938
35,9,0.244477102
11,10,0.645759205
33,18,0.227237858
23,8,0.426732381
48,19,0.891539283
46,1,0.066901956
32,9,0.10646557
18,13,1.193889719
8,3,0.065835504
45,14,1.118062725
23,2,0.072988551
38,12,0.20007922
10,18,0.271488916
46,17,0.259129601
29,5,0.377299786
10,11,0.362257305
2,15,11.64295839
27,8,0.409345082
19,16,2.324761665
13,14,0.343329006
21,13,0.81057662
12,20,1.982757357
49,11,0.476153397
24,5,0.107848375
39,14,0.778098345
25,9,0.268603767
38,15,0.340172935
38,14,1.051169478
23,2,0.043366866
10,5,0.208056035
39,6,0.079730777
18,13,2.325764873
26,3,0.053035992
49,6,0.309951338
19,13,0.501455225
15,17,2.683126201
15,14,1.657399263
10,1,0.020838844
13,14,1.133351533
39,3,0.119339944
10,3,0.293976245
11,1,0.016689381
37,18,0.781582124
38,4,0.313778988
17,16,3.512972874
24,12,1.58877533
28,17,1.809843476
17,7,0.651262528
20,5,0.062905577
40,15,0.56077118
9,3,0.162035804
29,1,0.032844061
34,11,0.781574488
10,7,1.194590934
20,11,0.365972187
15,20,2.961800155
47,5,0.118770281
35,7,0.221978302
30,10,0.476146383
45,6,0.225984143
12,7,0.257526772
5,13,0.197530963
7,4,0.211408757
30,11,0.74942827
26,11,0.265200122
18,14,0.613411821
33,13,0.900965763
22,5,0.072604055
12,8,0.977472194
29,9,0.275577092
6,7,1.421478115
30,7,0.389485019
31,16,0.834356783
20,4,0.218583142
9,16,2.999885452
47,19,0.102478704
44,11,0.290583184
36,4,0.122097769
29,8,0.254030262
35,12,0.81276575
40,9,0.049204904
9,12,3.762359847
49,13,0.79504974
2,20,105.9735483
40,13,0.291829597
41,16,0.655787539
22,1,0.021179253
34,2,0.0187508
41,8,0.137235595
20,8,1.09401794
50,14,0.230630313
13,10,0.629268126
32,1,0.042923959
35,17,1.038345662
30,6,0.39397261
19,16,0.250313525
33,7,0.705941658
20,15,1.266701455
20,20,0.650305218
30,15,0.783603171
37,19,0.444540662
30,3,0.128924783
18,11,0.834286308
8,11,0.108783542
41,12,0.200584329
13,20,0.710787334
16,11,0.230375416
9,5,0.224810691
38,19,0.445787763
43,19,0.270762021
42,7,0.071560946
49,14,0.209288872
46,2,0.01963477
22,17,2.26269092
23,12,0.544085062
47,1,0.076691048
10,9,1.502621172
43,1,0.016064396
3,4,1.984793083
48,14,0.982594602
28,12,0.094917442
37,8,0.536163561
34,3,0.106186576
46,4,0.016970437
36,5,0.087212863
4,18,11.42157321
17,15,1.816577078
50,17,0.541934492
40,11,0.203899977
21,19,2.856713466
29,13,0.339949323
7,7,4.613856905
2,18,52.54958862
36,19,0.870599601
14,12,2.257622373
11,8,0.323840125
15,12,0.128819646
28,5,0.197579286
44,5,0.091426012
48,8,0.467210412
15,8,0.376611055
49,12,0.178375885
32,16,1.054406187
17,19,3.168264582
6,5,1.106342723
18,14,0.445714337
25,18,0.192951946
34,12,0.748973523
32,3,0.039804626
4,17,10.09535041
31,5,0.073095572
47,1,0.004718407
26,9,0.402964023
50,20,0.243473146
35,1,0.06508446
41,17,0.525760775
14,2,0.107188128
25,1,0.061294345
14,19,1.366453378
6,20,3.363547709
22,3,0.034746681
22,14,2.750158513
26,6,0.260747126
16,3,0.293573552
15,4,0.611346826
19,20,2.950440527
28,3,0.321546046
20,12,0.399345902
19,2,0.013330777
28,12,0.126394889
27,7,0.21086816
47,12,0.205753713
6,13,4.875089415
21,12,0.785360005
46,12,0.307361898
7,11,4.48497068
3,5,1.290117682
23,8,1.037753677
16,8,0.735591688
20,16,0.383176114
44,16,0.64067864
12,5,0.824646843
20,7,0.784106393
21,9,0.243990927
25,13,0.173728206
17,15,0.148971866
29,8,0.447211842
6,18,1.401698413
49,18,0.506484123
24,9,0.351229616
10,7,0.983712612
47,5,0.017920221
41,9,0.633558226
23,5,0.075128479
37,18,0.206194033
26,4,0.296058061
48,19,0.801350637
49,10,0.057460409
7,9,1.224893941
42,13,0.697926012
44,6,0.089162363
33,18,0.505945706
13,14,0.515663127
29,4,0.114896579
25,4,0.427458347
29,12,0.681740773
44,15,0.690807845
13,5,0.152113839
49,15,0.30372866
38,19,1.319772448
27,20,2.326236218
12,3,0.284507695
27,9,0.051123632
26,17,0.260383851
46,14,0.74442667
40,3,0.02497006
19,6,0.12000315
48,6,0.150122298
42,10,0.121473624
33,4,0.457725481
35,5,0.11934387
45,17,0.6534254
48,13,0.213473083
9,11,0.479703517
23,20,1.650138906
4,16,2.695579144
41,16,0.723415717
28,5,0.134451598
46,20,1.630550976
35,9,0.411196113
14,13,0.086232671
49,6,0.045839061
6,8,4.777803146
26,15,1.142906555
32,10,0.11407026
19,20,2.629166918
4,11,0.982259454
18,16,1.886471313
41,13,0.121166232
22,2,0.021356795
36,3,0.052439528
40,17,0.56895081
45,11,0.310994342
18,17,2.937664859
16,3,0.037214683
35,9,0.292994775
48,15,1.080348862
22,6,0.511915805
29,12,0.216225937
10,15,3.304430653
20,10,0.159681222
28,1,0.16890753
33,9,0.499804612
41,6,0.235548148
14,3,0.175643516
8,5,1.092511824
19,8,0.221983558
26,3,0.248467564
11,4,0.294932233
9,2,0.551813048
50,13,0.26230469
20,5,0.047696114
44,6,0.209175427
46,13,0.282277276
29,1,0.0365835
43,7,0.612152146
10,14,5.985736804
49,5,0.038511934
36,1,0.011148104
14,19,0.56747982
18,18,0.89763172
41,12,0.984737732
42,1,0.025834699
20,19,0.146361909
8,1,0.031496678
18,10,0.406277486
43,2,0.113803647
8,14,3.536287586
34,15,0.124307061
41,14,0.168636723
42,14,0.966288218
14,10,2.068498068
45,9,0.13947213
12,8,0.790616821
22,18,1.060533597
28,16,1.680855702
21,12,0.795299476
42,5,0.141398175
2,9,9.486459003
8,5,0.628076844
41,18,0.905165187
39,14,0.216335094
29,16,0.906819409
40,4,0.219794418
47,7,0.235448083
3,14,3.837036302
46,8,0.098221593
16,20,1.000156022
43,14,0.501120604
12,15,0.665466295
12,9,0.445483682
47,4,0.022640284
37,4,0.109855979
44,7,0.068900965
36,2,0.139303201
26,15,0.413268502
30,10,0.241164027
12,12,1.846377628
27,15,0.790250709
38,19,1.334789325
41,11,0.101465854
26,4,0.23747455
50,11,0.684287569
15,8,0.660316722
39,2,0.132775555
20,12,0.976054907
27,3,0.060128029
39,2,0.025391753
12,6,0.33778823
36,11,1.030945662
35,6,0.106338559
14,11,3.313830732
11,1,0.086686948
5,7,2.298798183
2,16,16.96507165
23,13,1.585825765
28,13,0.199518978
40,3,0.023596821
25,18,0.988863985
40,7,0.295779304
36,20,0.355323224
22,11,0.385680927
29,10,0.409594928
38,16,0.338329727
20,6,0.329106096
46,16,0.710953279
41,13,0.129462808
45,8,0.714613953
38,6,0.087542275
34,7,0.352092878
45,3,0.182023457
2,1,1.10213046
16,7,1.5499759
32,12,0.630744087
47,14,0.467223053
26,3,0.364901302
24,2,0.030494551
44,19,0.8703939
42,12,0.125608397
48,11,0.294843547
13,7,1.160063779
23,7,0.81085305
31,17,1.124636419
44,2,0.008454555
18,8,0.354631782
16,3,0.322294216
45,4,0.183338142
48,20,0.209568243
29,6,0.390439637
18,6,0.767340917
35,3,0.157432379
30,7,0.077812615
41,1,0.089508682
17,12,1.140283603
42,3,0.171808917
25,3,0.364532576
25,19,0.261064771
50,10,0.087726755
38,13,0.747770639
38,2,0.122295088
8,7,1.995853407
14,7,0.215631041
4,14,10.06836154
29,19,0.402552938
23,1,0.170777647
15,19,3.052714361
27,8,0.699772053
24,7,0.11446204
12,9,1.302550616
43,13,0.324130715
38,20,0.769399918
48,1,0.019763071
17,8,2.087460111
46,16,0.341930919
32,17,0.66153606
11,20,1.217645257
36,19,0.770159593
7,19,1.392026417
26,10,0.676762664
43,9,0.352716847
6,10,2.523530065
27,12,1.344495307
4,12,6.660825446
43,20,0.645247511
3,11,10.03688546
21,17,1.544342011
45,7,0.052123419
27,3,0.073601311
